product_code,nombre,descripcion
CIP-0400,DIFUSOR URBAN FRESH - FLORES BLANCAS,"Difusor de ambiente DIFUSOR URBAN FRESH - FLORES BLANCAS, marca Urban Fresh."
CIP-0401,DIFUSOR URBAN FRESH - LIMON,"Difusor de ambiente DIFUSOR URBAN FRESH - LIMON, marca Urban Fresh."
CIP-0402,DIFUSOR URBAN FRESH - ROSE,"Difusor de ambiente DIFUSOR URBAN FRESH - ROSE, marca Urban Fresh."
CIP-0409,ENJUAGUE BUCAL ALGABO X 250CC - ARTIC MENTHOL,"Enjuague bucal ENJUAGUE BUCAL ALGABO X 250CC - ARTIC MENTHOL, marca Algabo, 250 cc."
CIP-0410,ENJUAGUE BUCAL ALGABO X 250CC - FRESH MINT,"Enjuague bucal ENJUAGUE BUCAL ALGABO X 250CC - FRESH MINT, marca Algabo, 250 cc."
CIP-0411,ENJUAGUE BUCAL ALGABO X 500CC,"Enjuague bucal ENJUAGUE BUCAL ALGABO X 500CC, marca Algabo, 500 cc."
CIP-0417,ESENCIA PARA HORNITO SAPHIRUS,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS, marca Saphirus, línea Ciprés Limpieza, Villa Constitución."
CIP-0418,ESENCIA PARA HORNITO SAPHIRUS - AMBER,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - AMBER, marca Saphirus."
CIP-0419,ESENCIA PARA HORNITO SAPHIRUS - BAMBOO,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - BAMBOO, marca Saphirus."
CIP-0420,ESENCIA PARA HORNITO SAPHIRUS - BERGAMOTA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - BERGAMOTA, marca Saphirus."
CIP-0421,ESENCIA PARA HORNITO SAPHIRUS - CEDRO,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - CEDRO, marca Saphirus."
CIP-0422,ESENCIA PARA HORNITO SAPHIRUS - CINNAMON,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - CINNAMON, marca Saphirus."
CIP-0424,ESENCIA PARA HORNITO SAPHIRUS - COCO VAI,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - COCO VAI, marca Saphirus."
CIP-0425,ESENCIA PARA HORNITO SAPHIRUS - DRAGONS,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - DRAGONS, marca Saphirus."
CIP-0426,ESENCIA PARA HORNITO SAPHIRUS - EUCALIPTUS,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - EUCALIPTUS, marca Saphirus."
CIP-0427,ESENCIA PARA HORNITO SAPHIRUS - FLORES BLANCAS,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - FLORES BLANCAS, marca Saphirus."
CIP-0428,ESENCIA PARA HORNITO SAPHIRUS - FRUTILLA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - FRUTILLA, marca Saphirus."
CIP-0429,ESENCIA PARA HORNITO SAPHIRUS - GREEN,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - GREEN, marca Saphirus."
CIP-0430,ESENCIA PARA HORNITO SAPHIRUS - INCIENSO,"Sahumerio ESENCIA PARA HORNITO SAPHIRUS - INCIENSO, marca Saphirus, línea Ciprés Limpieza, Villa Constitución."
CIP-0431,ESENCIA PARA HORNITO SAPHIRUS - JAZMIN,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - JAZMIN, marca Saphirus."
CIP-0432,ESENCIA PARA HORNITO SAPHIRUS - LAVANDA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - LAVANDA, marca Saphirus."
CIP-0433,ESENCIA PARA HORNITO SAPHIRUS - LIMON,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - LIMON, marca Saphirus."
CIP-0434,ESENCIA PARA HORNITO SAPHIRUS - LINAH,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - LINAH, marca Saphirus."
CIP-0435,ESENCIA PARA HORNITO SAPHIRUS - MANGO,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - MANGO, marca Saphirus."
CIP-0436,ESENCIA PARA HORNITO SAPHIRUS - MANZ CANEL,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - MANZ CANEL, marca Saphirus."
CIP-0437,ESENCIA PARA HORNITO SAPHIRUS - MENTA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - MENTA, marca Saphirus."
CIP-0439,ESENCIA PARA HORNITO SAPHIRUS - MIRRA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - MIRRA, marca Saphirus."
CIP-0440,ESENCIA PARA HORNITO SAPHIRUS - MUSK,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - MUSK, marca Saphirus."
CIP-0441,ESENCIA PARA HORNITO SAPHIRUS - NAG CHAMPA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - NAG CHAMPA, marca Saphirus."
CIP-0442,ESENCIA PARA HORNITO SAPHIRUS - NARANJA PI,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - NARANJA PI, marca Saphirus."
CIP-0443,ESENCIA PARA HORNITO SAPHIRUS - NEW DELHI,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - NEW DELHI, marca Saphirus."
CIP-0444,ESENCIA PARA HORNITO SAPHIRUS - ORANGE,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - ORANGE, marca Saphirus."
CIP-0446,ESENCIA PARA HORNITO SAPHIRUS - PALO SANTO,"Sahumerio ESENCIA PARA HORNITO SAPHIRUS - PALO SANTO, marca Saphirus."
CIP-0447,ESENCIA PARA HORNITO SAPHIRUS - PAPAYA,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - PAPAYA, marca Saphirus."
CIP-0448,ESENCIA PARA HORNITO SAPHIRUS - PATCHOULI,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - PATCHOULI, marca Saphirus."
CIP-0449,ESENCIA PARA HORNITO SAPHIRUS - ROSAS,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - ROSAS, marca Saphirus."
CIP-0450,ESENCIA PARA HORNITO SAPHIRUS - RUDA Y ROM,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - RUDA Y ROM, marca Saphirus."
CIP-0451,ESENCIA PARA HORNITO SAPHIRUS - SANDALO,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - SANDALO, marca Saphirus."
CIP-0453,ESENCIA PARA HORNITO SAPHIRUS - VRINDARAN,"Esencia aromática ESENCIA PARA HORNITO SAPHIRUS - VRINDARAN, marca Saphirus."
CIP-0454,ESFERAS MAGICAS AROMANZA - ABRE CAMINO,"Producto de limpieza ESFERAS MAGICAS AROMANZA - ABRE CAMINO, marca Aromanza."
CIP-0455,ESFERAS MAGICAS AROMANZA - AMOR,"Producto de limpieza ESFERAS MAGICAS AROMANZA - AMOR, marca Aromanza."
CIP-0456,ESFERAS MAGICAS AROMANZA - ARMONIA,"Producto de limpieza ESFERAS MAGICAS AROMANZA - ARMONIA, marca Aromanza."
CIP-0457,ESFERAS MAGICAS AROMANZA - BIENESTAR,"Producto de limpieza ESFERAS MAGICAS AROMANZA - BIENESTAR, marca Aromanza."
CIP-0458,ESFERAS MAGICAS AROMANZA - DEFUMACION,"Producto de limpieza ESFERAS MAGICAS AROMANZA - DEFUMACION, marca Aromanza."
CIP-0459,ESFERAS MAGICAS AROMANZA - DESTRABE,"Producto de limpieza ESFERAS MAGICAS AROMANZA - DESTRABE, marca Aromanza."
CIP-0460,ESFERAS MAGICAS AROMANZA - FORTUNA,"Producto de limpieza ESFERAS MAGICAS AROMANZA - FORTUNA, marca Aromanza."
CIP-0461,ESFERAS MAGICAS AROMANZA - FRUTOS ROJ,"Producto de limpieza ESFERAS MAGICAS AROMANZA - FRUTOS ROJ, marca Aromanza."
CIP-0462,ESFERAS MAGICAS AROMANZA - LIMPIEZA,"Producto de limpieza ESFERAS MAGICAS AROMANZA - LIMPIEZA, marca Aromanza."
CIP-0463,ESFERAS MAGICAS AROMANZA - PURIFICACI,"Producto de limpieza ESFERAS MAGICAS AROMANZA - PURIFICACI, marca Aromanza."
CIP-0464,ESFERAS MAGICAS AROMANZA - SUPER PALO SANTO,"Sahumerio ESFERAS MAGICAS AROMANZA - SUPER PALO SANTO, marca Aromanza."
