codigo_producto,nombre,descripcion_original,descripcion_mejorada,brand,alias_locales
2241,COBBL COBERTURA BLANCA 5703 X 5 KG,"Chocolate COBBL COBERTURA BLANCA 5703 X 5 KG, marca MAPSA, 5 KG.",Chocolate / cobertura / cacao para heladería: COBBL COBERTURA BLANCA 5703 X 5 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2178,COBBL COBERTURA BLANCA 5707 X 3 KG,"Chocolate COBBL COBERTURA BLANCA 5707 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: COBBL COBERTURA BLANCA 5707 X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2250,COBLE COBERTURA LECHE 5701 X 5 KG,"Chocolate COBLE COBERTURA LECHE 5701 X 5 KG, marca MAPSA, 5 KG.",Chocolate / cobertura / cacao para heladería: COBLE COBERTURA LECHE 5701 X 5 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2179,COBLE COBERTURA LECHE 5708 X3 KG,"Chocolate COBLE COBERTURA LECHE 5708 X3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: COBLE COBERTURA LECHE 5708 X3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2251,COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG,"Chocolate COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG, marca MAPSA, 5 KG.",Chocolate / cobertura / cacao para heladería: COBSA COBERTURA DE CHOCOLATE 57-05 X 5 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2180,COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG,"Chocolate COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: COBSA COBERTURA DE CHOCOLATE 57-09 X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1276,EASY CHOC BLANCO 12 UDS X 150 GRS,"Chocolate EASY CHOC BLANCO 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC BLANCO 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1277,EASY CHOC LECHE 12 UDS X 150 GRS,"Chocolate EASY CHOC LECHE 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC LECHE 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1275,EASY CHOC SEMI AMARGO 12 UDS X 150 GRS,"Chocolate EASY CHOC SEMI AMARGO 12 UDS X 150 GRS, marca MAPSA, 150 GRS.",Chocolate / cobertura / cacao para heladería: EASY CHOC SEMI AMARGO 12 UDS X 150 GRS. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2224,GOTA/DROPS BLANCA REPOSTERA X 3 KG,"Chocolate GOTA/DROPS BLANCA REPOSTERA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS BLANCA REPOSTERA X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2223,GOTA/DROPS S/AMARGA REPOSTERA X 3 KG,"Chocolate GOTA/DROPS S/AMARGA REPOSTERA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS S/AMARGA REPOSTERA X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2593,GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS,"Chocolate GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: GOTA/DROPS S/AMARGA REPOSTERA X 7 KG MEDIANAS. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1220,GRANULADO BLANCO REPOSTERO 56-16 X 3 KG,"Chocolate GRANULADO BLANCO REPOSTERO 56-16 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO BLANCO REPOSTERO 56-16 X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2953,GRANULADO CHUNKS BLANCO CAJA X 1 KG,"Chocolate GRANULADO CHUNKS BLANCO CAJA X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS BLANCO CAJA X 1 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2952,GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS),"Chocolate GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS BLANCO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2951,GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS),"Chocolate GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS S/AMARGO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2950,GRANULADO CHUNKS S/AMARGO X 1 KG,"Chocolate GRANULADO CHUNKS S/AMARGO X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO CHUNKS S/AMARGO X 1 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1221,GRANULADO SEMI AMARGO REPOSTERO X 3 KG,"Chocolate GRANULADO SEMI AMARGO REPOSTERO X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: GRANULADO SEMI AMARGO REPOSTERO X 3 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1204,MAPSACUBER BLANCO X 1 KG,"Chocolate MAPSACUBER BLANCO X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER BLANCO X 1 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2890,MAPSACUBER BLANCO X CAJA 5 KG,"Chocolate MAPSACUBER BLANCO X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER BLANCO X CAJA 5 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2645,MAPSACUBER CELESTE X 1 KG,"Chocolate MAPSACUBER CELESTE X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER CELESTE X 1 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2891,MAPSACUBER CELESTE X CAJA 3 KG,"Chocolate MAPSACUBER CELESTE X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER CELESTE X CAJA 3 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2490,MAPSACUBER FRUTILLA X 1 KG,"Chocolate MAPSACUBER FRUTILLA X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER FRUTILLA X 1 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2892,MAPSACUBER FRUTILLA X CAJA 3 KG,"Chocolate MAPSACUBER FRUTILLA X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER FRUTILLA X CAJA 3 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1203,MAPSACUBER LECHE X 1 KG,"Chocolate MAPSACUBER LECHE X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER LECHE X 1 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2889,MAPSACUBER LECHE X CAJA 5 KG,"Chocolate MAPSACUBER LECHE X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER LECHE X CAJA 5 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2904,"MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG)","Chocolate MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG), 10 KG, x4 unidades.","Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO CAJA 10 KG (4X2,5 KG). Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.",MAPSA,
1202,MAPSACUBER SEMI AMARGO X 1 KG,"Chocolate MAPSACUBER SEMI AMARGO X 1 KG, 1 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X 1 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2902,"MAPSACUBER SEMI AMARGO X 2,5 KG","Chocolate MAPSACUBER SEMI AMARGO X 2,5 KG, 2.5 KG.","Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X 2,5 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.",MAPSA,
2888,MAPSACUBER SEMI AMARGO X CAJA 5 KG,"Chocolate MAPSACUBER SEMI AMARGO X CAJA 5 KG, 5 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SEMI AMARGO X CAJA 5 KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2827,MAPSACUBER SIN AZUCAR X 1KG,"Chocolate MAPSACUBER SIN AZUCAR X 1KG, 1KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SIN AZUCAR X 1KG. Marca MAPSA. Categoría: BAÑO DE CHOCOLATE / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2602,MAPSACUBER SIN AZUCAR X CAJA 3 KG,"Chocolate MAPSACUBER SIN AZUCAR X CAJA 3 KG, 3 KG.",Chocolate / cobertura / cacao para heladería: MAPSACUBER SIN AZUCAR X CAJA 3 KG. Marca MAPSA. Categoría: CHOCOLATE SIN AZÚCAR / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2701,MICRO GOTA BLANCA X 3 KG,"Chocolate MICRO GOTA BLANCA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MICRO GOTA BLANCA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2242,MICRO GOTA SEMI AMARGA X 3 KG,"Chocolate MICRO GOTA SEMI AMARGA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MICRO GOTA SEMI AMARGA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2344,MINI GOTA BLANCA X 3 KG,"Chocolate MINI GOTA BLANCA X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA BLANCA X 3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2237,MINI GOTA S/ AMARGA X3 KG,"Chocolate MINI GOTA S/ AMARGA X3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA S/ AMARGA X3 KG. Marca MAPSA. Categoría: CACAOS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2826,MINI GOTA/DROPS BLANCA X 7 KG A GRANEL,"Chocolate MINI GOTA/DROPS BLANCA X 7 KG A GRANEL, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA/DROPS BLANCA X 7 KG A GRANEL. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2672,MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG,"Chocolate MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG, marca MAPSA, 7 KG.",Chocolate / cobertura / cacao para heladería: MINI GOTA/DROPS S/AMARGA REPOSTERA X 7 KG. Marca MAPSA. Categoría: GRANULADOS Y GOTAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1838,REDONDELA BOMBON BANANITA X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON BANANITA X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON BANANITA X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2847,REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS,"Chocolate REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS, marca MAPSA, 500 GRS, x6 unidades.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON DULCE DE LECHE CAJA 6U X 500 GRS. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2915,REDONDELA BOMBON DULCE DE LECHE X 1 KILO,"Chocolate REDONDELA BOMBON DULCE DE LECHE X 1 KILO, marca MAPSA.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON DULCE DE LECHE X 1 KILO. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1902,REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON FRUTILLA X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2848,REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS),"Chocolate REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MANÍ CAJA 3 KG (6U X 500 GRS). Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2916,REDONDELA BOMBON MANÍ X 1 KILO,"Chocolate REDONDELA BOMBON MANÍ X 1 KILO, marca MAPSA.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MANÍ X 1 KILO. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
1273,REDONDELA BOMBON MARROC X 3 KG A GRANEL,"Chocolate REDONDELA BOMBON MARROC X 3 KG A GRANEL, marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON MARROC X 3 KG A GRANEL. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2955,REDONDELA BOMBON PISTACHO CAJA X 1 KG,"Chocolate REDONDELA BOMBON PISTACHO CAJA X 1 KG, marca MAPSA, 1 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON PISTACHO CAJA X 1 KG. Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2954,REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS),"Chocolate REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS), marca MAPSA, 3 KG.",Chocolate / cobertura / cacao para heladería: REDONDELA BOMBON PISTACHO CAJA X 3 KG (6U 500 GRS). Marca MAPSA. Categoría: BOMBONES Y REDONDELAS / FULL CHOCOLATE. Venta mayorista para heladerías y pastelerías.,MAPSA,
2643,ACIDO CITRICO X 1 KG,"Insumo de repostería ACIDO CITRICO X 1 KG, marca ALZOL, 1 KG.",Insumo de repostería: ACIDO CITRICO X 1 KG. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
1709,AZUCAR IMPALPABLE EXTRA X 1 KG,"Insumo de repostería AZUCAR IMPALPABLE EXTRA X 1 KG, marca DGE, 1 KG.",Insumo de repostería: AZUCAR IMPALPABLE EXTRA X 1 KG. Marca DGE. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,DGE,
1708,AZUCAR IMPALPABLE EXTRA X 5 KG,"Insumo de repostería AZUCAR IMPALPABLE EXTRA X 5 KG, marca DGE, 5 KG.",Insumo de repostería: AZUCAR IMPALPABLE EXTRA X 5 KG. Marca DGE. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,DGE,
1938,BICARBONATO DE SODIO ALZOL X 1 KG,"Insumo de repostería BICARBONATO DE SODIO ALZOL X 1 KG, 1 KG.",Insumo de repostería: BICARBONATO DE SODIO ALZOL X 1 KG. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
1971,BICARBONATO DE SODIO ALZOL X 10 KG,"Insumo de repostería BICARBONATO DE SODIO ALZOL X 10 KG, 10 KG.",Insumo de repostería: BICARBONATO DE SODIO ALZOL X 10 KG. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2830,"BRILLANTINA COMESTIBLE, AMARILLO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, AMARILLO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, AMARILLO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2831,"BRILLANTINA COMESTIBLE, AZUL PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, AZUL PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, AZUL PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2832,"BRILLANTINA COMESTIBLE, BLANCO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, BLANCO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, BLANCO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2833,"BRILLANTINA COMESTIBLE, CELESTE PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, CELESTE PACK X 4, marca PASTELAR.","Decoración para pastelería y helados: BRILLANTINA COMESTIBLE, CELESTE PACK X 4. Marca PASTELAR. Categoría: DECORACIÓN / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2834,"BRILLANTINA COMESTIBLE, DORADO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, DORADO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, DORADO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2835,"BRILLANTINA COMESTIBLE, FUCSIA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, FUCSIA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, FUCSIA PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2836,"BRILLANTINA COMESTIBLE, LILA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, LILA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, LILA PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2829,"BRILLANTINA COMESTIBLE, NARANJA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, NARANJA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, NARANJA PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2837,"BRILLANTINA COMESTIBLE, NEGRO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, NEGRO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, NEGRO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2838,"BRILLANTINA COMESTIBLE, PLATEADO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, PLATEADO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, PLATEADO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2839,"BRILLANTINA COMESTIBLE, ROJO PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, ROJO PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, ROJO PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2840,"BRILLANTINA COMESTIBLE, ROSA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, ROSA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, ROSA PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2841,"BRILLANTINA COMESTIBLE, VIOLETA PACK X 4","Insumo de repostería BRILLANTINA COMESTIBLE, VIOLETA PACK X 4, marca PASTELAR.","Insumo de repostería: BRILLANTINA COMESTIBLE, VIOLETA PACK X 4. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.",PASTELAR,
2150,CARBON VEGETAL NATURAL NEGRO X 75 GR,"Insumo de repostería CARBON VEGETAL NATURAL NEGRO X 75 GR, marca PASTELAR, 75 GR.",Insumo de repostería: CARBON VEGETAL NATURAL NEGRO X 75 GR. Marca PASTELAR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,PASTELAR,
1939,CMC ALZOL X 1 KG,"Insumo de repostería CMC ALZOL X 1 KG, 1 KG.",Insumo de repostería: CMC ALZOL X 1 KG. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2315,COCO RALLADO ALZOL X 1 KG AMARILLO,"Insumo de repostería COCO RALLADO ALZOL X 1 KG AMARILLO, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG AMARILLO. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2314,COCO RALLADO ALZOL X 1 KG AZUL,"Insumo de repostería COCO RALLADO ALZOL X 1 KG AZUL, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG AZUL. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2317,COCO RALLADO ALZOL X 1 KG CELESTE,"Insumo de repostería COCO RALLADO ALZOL X 1 KG CELESTE, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG CELESTE. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2313,COCO RALLADO ALZOL X 1 KG ROJO,"Insumo de repostería COCO RALLADO ALZOL X 1 KG ROJO, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG ROJO. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2316,COCO RALLADO ALZOL X 1 KG ROSA,"Insumo de repostería COCO RALLADO ALZOL X 1 KG ROSA, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG ROSA. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2343,COCO RALLADO ALZOL X 1 KG VERDE,"Insumo de repostería COCO RALLADO ALZOL X 1 KG VERDE, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG VERDE. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2700,COCO RALLADO ALZOL X 1 KG VIOLETA,"Insumo de repostería COCO RALLADO ALZOL X 1 KG VIOLETA, 1 KG.",Insumo de repostería: COCO RALLADO ALZOL X 1 KG VIOLETA. Marca ALZOL. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ALZOL,
2555,COCO RALLADO HIGH FAT X 1 KG,"Insumo de repostería COCO RALLADO HIGH FAT X 1 KG, marca ANKAS DEL SUR, 1 KG.",Insumo de repostería: COCO RALLADO HIGH FAT X 1 KG. Marca ANKAS DEL SUR. Categoría: REPOSTERIA / INSUMOS P/REPOSTERÍA. Venta mayorista para heladerías y pastelerías.,ANKAS DEL SUR,
