codigo_producto,nombre,descripcion_original,descripcion_mejorada,brand,alias_locales
2131,BANDEJA PIONERA 20X34 CM X 10 UNIDADES,"Base o accesorio de pastelería BANDEJA PIONERA 20X34 CM X 10 UNIDADES, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA PIONERA 20X34 CM X 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2407,BANDEJA RECTANGULAR 23 X 29 X 10 UNI,"Base o accesorio de pastelería BANDEJA RECTANGULAR 23 X 29 X 10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA RECTANGULAR 23 X 29 X 10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2130,BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI,"Base o accesorio de pastelería BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BANDEJA RECTANGULAR DORADA 20X30 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2240,BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES,"Base o accesorio de pastelería BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: BASE POSTRE GRANDE 14 X 6 X 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2794,BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS,"Base o accesorio de pastelería BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS, marca PARTY STORE, x60 unidades.",Vela / accesorio de torta: BENGALA BLANCA CAJA X 60 UNIDADES+ PICOS. Marca PARTY STORE. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,PARTY STORE,
2796,BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA,"Base o accesorio de pastelería BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA, marca PARTY STORE, x4 unidades.",Vela / accesorio de torta: BENGALAS HOLOGRAFICAS X 4 UNI 12 CM ROSA. Marca PARTY STORE. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,PARTY STORE,
1914,CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN.,"Base o accesorio de pastelería CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN., marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: CUADRADO DORADO C/ SOLAPA (10X10) X 20 UN.. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2114,CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 10 X 10 PACK 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2148,CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 12 X 12 CM PACK 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2115,CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 14 X 14 PACK 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2147,CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 16 X 16 PACK 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2116,CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 18 X 18 PACK 10 UDS. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2117,CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES,"Base o accesorio de pastelería CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES, marca MOLDPACK.",Vela / accesorio de torta: CUADRADO METALIZADO / COLOR 20 X 20 PACK 10 UNIDADES. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2133,DISCO DORADO DE 10 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 10 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 10 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2134,DISCO DORADO DE 12 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 12 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 12 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2135,DISCO DORADO DE 14 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 14 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 14 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2146,DISCO DORADO DE 16 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 16 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 16 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2123,DISCO DORADO DE 18 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 18 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 18 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2124,DISCO DORADO DE 20 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 20 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 20 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2125,DISCO DORADO DE 22 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 22 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 22 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2126,DISCO DORADO DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 24 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2127,DISCO DORADO DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 26 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2132,DISCO DORADO DE 28 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 28 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 28 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2128,DISCO DORADO DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 30 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2741,DISCO DORADO DE 8 CM X10 UNI,"Base o accesorio de pastelería DISCO DORADO DE 8 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO DORADO DE 8 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2724,DISCO PASTEL DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 24 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2723,DISCO PASTEL DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 26 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2722,DISCO PASTEL DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO PASTEL DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO PASTEL DE 30 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2715,DISCO SOL DORADO DE 20 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 20 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 20 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2716,DISCO SOL DORADO DE 22 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 22 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 22 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2717,DISCO SOL DORADO DE 24 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 24 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 24 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2718,DISCO SOL DORADO DE 26 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 26 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 26 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2720,DISCO SOL DORADO DE 28 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 28 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 28 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2721,DISCO SOL DORADO DE 30 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 30 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 30 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2161,DISCO SOL DORADO DE 34 CM X10 UNI,"Base o accesorio de pastelería DISCO SOL DORADO DE 34 CM X10 UNI, marca MOLDPACK, x10 unidades.",Vela / accesorio de torta: DISCO SOL DORADO DE 34 CM X10 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2729,PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 5 KRAFT 45 GRS X 1000 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2727,PIROTINES Nº 5 LISO SURTIDO X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 5 LISO SURTIDO X 1000 UNI, marca MOLDPACK, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 5 LISO SURTIDO X 1000 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2406,PIROTINES Nº 8 BLANCO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 BLANCO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 BLANCO X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2731,PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 KRAFT 45 GRS X 1000 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2728,PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 LISOS SURTIDOS X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2787,PIROTINES Nº 8 METALIZADO DORADO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO DORADO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO DORADO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2739,PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO NAVIDEÑO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2786,PIROTINES Nº 8 METALIZADO PLATA X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO PLATA X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO PLATA X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2143,PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 METALIZADO SURTIDO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2737,PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 MOTIVOS VARIOS X 510 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2732,PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO LUNAR CHICO X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2003,PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO LUNAR GRANDE X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
1917,PIROTINES Nº 8 SURTIDO PASTEL X 500 UN,"Base o accesorio de pastelería PIROTINES Nº 8 SURTIDO PASTEL X 500 UN, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº 8 SURTIDO PASTEL X 500 UN. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2914,PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI.,"Base o accesorio de pastelería PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI., marca MOLDPACK, x255 unidades.",Vela / accesorio de torta: PIROTINES Nº10 ARGENTINA FUTBOL MUNDIAL X 255 UNI.. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2584,PIROTINES Nº10 BLANCO 35 GRS X1000 UNI,"Base o accesorio de pastelería PIROTINES Nº10 BLANCO 35 GRS X1000 UNI, marca MOLDPACK, 35 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº10 BLANCO 35 GRS X1000 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2405,PIROTINES Nº10 BLANCO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 BLANCO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 BLANCO X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2735,PIROTINES Nº10 COLORES FLUO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 COLORES FLUO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 COLORES FLUO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2002,PIROTINES Nº10 COLORES PASTEL X 500,"Base o accesorio de pastelería PIROTINES Nº10 COLORES PASTEL X 500, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº10 COLORES PASTEL X 500. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2789,PIROTINES Nº10 COLORES ROCOSOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº10 COLORES ROCOSOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº10 COLORES ROCOSOS X 510 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2862,PIROTINES Nº10 FLORES X 255 UNI,"Base o accesorio de pastelería PIROTINES Nº10 FLORES X 255 UNI, marca MOLDPACK, x255 unidades.",Vela / accesorio de torta: PIROTINES Nº10 FLORES X 255 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2730,PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI,"Base o accesorio de pastelería PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI, marca MOLDPACK, 45 GRS, x1000 unidades.",Vela / accesorio de torta: PIROTINES Nº10 KRAFT 45 GRS X 1000 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
1918,PIROTINES Nº10 LISOS SURTIDOS X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 LISOS SURTIDOS X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 LISOS SURTIDOS X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2738,PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO NAVIDEÑO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2788,PIROTINES Nº10 METALIZADO PLATA X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO PLATA X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO PLATA X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2142,PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI,"Base o accesorio de pastelería PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI, marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: PIROTINES Nº10 METALIZADO SURTIDO X 200 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
1911,PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN,"Base o accesorio de pastelería PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN, marca MOLDPACK.",Vela / accesorio de torta: PIROTINES Nº10 MOTIVOS SURTIDOS MP X 500 UN. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2736,PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI,"Base o accesorio de pastelería PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI, marca MOLDPACK, x510 unidades.",Vela / accesorio de torta: PIROTINES Nº10 MOTIVOS VARIOS X 510 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2734,PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 SURTIDO LUNAR CHICO X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2733,PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI,"Base o accesorio de pastelería PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI, marca MOLDPACK, x500 unidades.",Vela / accesorio de torta: PIROTINES Nº10 SURTIDOS LUNAR GRANDE X 500 UNI. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2051,RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN.,"Base o accesorio de pastelería RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN., marca MOLDPACK, x15 unidades.",Vela / accesorio de torta: RECTANGULO DORADO C/ SOLAPA (15 X 10) X 10 UN.. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
2880,TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES.,"Base o accesorio de pastelería TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES., marca MOLDPACK, x200 unidades.",Vela / accesorio de torta: TULIPAS X 200 UNIDADES SURTIDAS 8 COLORES.. Marca MOLDPACK. Categoría: BANDEJAS / BASES/BANDEJAS/PIROTINES/VELAS. Venta mayorista para heladerías y pastelerías.,MOLDPACK,
