codigo,codigo_secundario,descripcion_larga,division,rubro,um_ventas,cant_minima_venta,um_compras,um_precio_sugerido,bu_un,bu_di,di_un,un_bu,hi_bu,pa_hi,pa_bu
97333,97333,COMBO YPF 10172,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97334,97334,COMBO YPF 7198,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97335,97335,COMBO YPF 1732,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97336,97336,COMBO YPF 11147,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
97337,97337,COMBO YPF 11148,CHOCOLATES,HELADOS,UN,1,BU,UN,1,1,1,1,1,1,1
97338,97338,COMBO YPF 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97339,97339,COMBO YPF 3274,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97340,97340,COMBO YPF 3276,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97341,97341,COMBO YPF 11573,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97342,97342,COMBO 11333 100%,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97343,97343,COMBO 11099 100%,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97344,97344,COMBO EX.MOSTR 20%,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97345,97345,COMBO EX.ENCASTR 20%,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97346,97346,EX NATURAL BREAK,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97347,97347,COMBO 10129 20%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97348,97348,COMBO 1751 20%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97349,97349,COMBO 1752 20%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97350,97350,COMBO 1753 20%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97351,97351,COMBO 1754 20%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97352,97352,COMBO 7049 10%,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97353,97353,COMBO 7251 10%,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97354,97354,EXH GOLIAT TOPLINE,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97355,97355,COMBO 20% 10129,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97356,97356,COMBO 20% 10130,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97357,97357,COMBO 20% 10131,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97358,97358,COMBO 20% 10132,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97359,97359,COMBO 20% 12237,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97360,97360,COMBO 20% 10130,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97361,97361,ENCASTRA.MENTH,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97362,97362,EXHIB. MASIVO,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97363,97363,COMBO TURRON 5+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97364,97364,COMBO 5+1 4713,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97365,97365,COMBO 5+1 11834,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97366,97366,COMBO 5+1 3113,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97367,97367,COMBO 5+1 11828,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97368,97368,COMBO 5+1 3081,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97369,97369,COMBO 5+1 11857,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97370,97370,COMBO 5+1 11860,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97371,97371,COMBO 5+1 11878,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97372,97372,COMBO 5+1 2528,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97373,97373,COMBO 2528 SIN CARGO,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97374,97374,COMBO 5094 SIN CARGO,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97375,97375,COMBO 11970 SIN CARGO,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97376,97376,COMBO 5+1 3274,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97377,97377,COMBO 100% 11863,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97378,97378,COMBO 100% 11861,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97379,97379,COMBO 100% 11864,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97380,97380,COMBO TLINE 3+1 6907,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97381,97381,COMBO TLINE 3+1 6934,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97382,97382,COMBO TLINE 3+1 10088,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97383,97383,COMBO TLINE 3+1 3269,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97384,97384,COMBO TLINE 3+1 10425,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97385,97385,COMBO TLINE 3+1 11723,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97386,97386,COMBO TLINE 3+1 10427,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97387,97387,COMBO TLINE 3+1 10810,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97388,97388,COMBO TLINE 3+1 10808,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97389,97389,COMBO 20% 12018,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97390,97390,COMBO 20% 11866,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97391,97391,COMBO 20% 11865,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97392,97392,COMBO 20% 11864,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97393,97393,COMBO 20% 12019,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97394,97394,COMBO 20% 11863,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97395,97395,COMBO 20% 11862,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97396,97396,COMBO 20% 11861,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97397,97397,COMBO 20% 11673,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97398,97398,COMBO 20% 11674,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97399,97399,COMBO 3+1 3612,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97400,97400,COMBO 3+1 3176,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97401,97401,COMBO 3+1 5111,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97402,97402,COMBO 3+1 6900,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97403,97403,COMBO 3+1 6901,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97404,97404,COMBO 3+1 6906,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97405,97405,COMBO 3+1 6934,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97406,97406,COMBO 3+1 6907,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97407,97407,COMBO 3176 100%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97407586,97407586,EXH SALADIX GRANDE,ACCESORIOS VENTA,ACCESORIOS VENTA,UN,1,BU,UN,1,1,1,1,1,1,1
97407587,97407587,EXH SALADIX MEDIANO,ACCESORIOS VENTA,ACCESORIOS VENTA,UN,1,BU,UN,1,1,1,1,1,1,1
97407588,97407588,EXH SALADIX CHICO,ACCESORIOS VENTA,ACCESORIOS VENTA,UN,1,BU,UN,1,1,1,1,1,1,1
97408,97408,COMBO 20 % 6614,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97409,97409,COMBO 20 % 0299,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97410,97410,COMBO 20 % 1832,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97411,97411,COMBO 12 % 6515,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97412,97412,COMBO 12 % 11720,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97413,97413,COMBO 12 % 6600,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97414,97414,COMBO 20 % 9567,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97415,97415,COMBO 20 % 9565,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97416,97416,COMBO 20 % 9564,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97417,97417,COMBO 20 % 9566,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97418,97418,COMBO 20 % 9569,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97419,97419,COMBO 20 % 9694,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97420,97420,COMBO 20 % 9558,ALIMENTOS,DIV. ALIMENTOS,UN,1,BU,UN,1,1,1,1,1,1,1
97421,97421,COMBO 10 % 639,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97422,97422,COMBO 10 % 717,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97423,97423,COMBO 10 % 634,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97424,97424,COMBO 10% 646,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97425,97425,COMBO 10% 682,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97426,97426,COMBO 10% 719,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97427,97427,COMBO 20% 11242,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97428,97428,COMBO 20% 10600,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97429,97429,COMBO 20% 11037,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97430,97430,COMBO 20% 10609,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97431,97431,COMBO 20% 11246,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97432,97432,COMBO 20% 11248,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97433,97433,COMBO 20% 11039,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97434,97434,COMBO 20% 11249,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97435,97435,COMBO 20% 7251,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97436,97436,COMBO 15% 7049,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97437,97437,COMBO 20% 6805,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97438,97438,COMBO 20% 10297,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97439,97439,COMBO 20% 10298,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97440,97440,COMBO 20% 4390,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97441,97441,COMBO 20% 4391,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97442,97442,COMBO 20% 4392,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97443,97443,COMBO 20% 4393,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97444,97444,COMBO 20% 7201,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97445,97445,COMBO 20% 7202,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97446,97446,COMBO 20% 7203,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97447,97447,COMBO 20% 7205,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97448,97448,COMBO 15% 3777,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97449,97449,COMBO 15% 3779,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97450,97450,COMBO 15% 10204,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97451,97451,COMBO 15% 8722,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97452,97452,COMBO 15% 8721,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97453,97453,COMBO 15% 8724,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97454,97454,COMBO 15% 6803,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97455,97455,COMBO 25% 9305,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97456,97456,COMBO 25% 9304,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97457,97457,COMBO 25% 9302,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97458,97458,COMBO 25% 9327,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97459,97459,COMBO 25% 9312,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97460,97460,CAJA NAVIDAD (12),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97461,97461,CAJA NAVIDAD (10),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97462,97462,CAJA NAVIDAD (7),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97463,97463,CAJA NAVIDAD (4),COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97464,97464,COMBO 20% 11673,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97465,97465,COMBO 20% 11674,HARINAS,DIV.HARINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97466,97466,COMBO 6900 37%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97467,97467,COMBO 6901 37%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97468,97468,COMBO 6906 37%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97469,97469,COMBO 6934 37%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97470,97470,COMBO 10811 37%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97471,97471,COMBO 3176 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97472,97472,COMBO 5111 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97473,97473,COMBO 3612 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97474,97474,COMBO 3269 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97475,97475,COMBO 10425 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97476,97476,COMBO 11723 47%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97477,97477,COMBO 10808 60%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97478,97478,COMBO 12102 60%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97479,97479,COMBO 12100 60%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97480,97480,combo 12101 60%,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97481,97481,COMBO SILLON INFLABLE,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97482,97482,COMBO 10606 20%,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97483,97483,COMBO 11767 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97484,97484,COMBO 12152 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97485,97485,COMBO 12161 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97486,97486,COMBO 11783 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97487,97487,COMBO 12221 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97488,97488,COMBO 11832 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97489,97489,COMBO 12144 3+1,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97490,97490,COMBO 3+1 12128,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97491,97491,COMBO 3+1 12178,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97492,97492,COMBO 3+1 12200,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97493,97493,COMBO 3+1 12132,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97494,97494,COMBO 3+1 12201,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97495,97495,COMBO 3+1 12174,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97496,97496,COMBO 3+1 12250,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97497,97497,COMBO 3+1 12264,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97498,97498,COMBO 3+1 11845,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97499,97499,COMBO 3+1 12224,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97500,97500,COMBO 12241 20%,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97501,97501,COMBO 12242 20%,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97502,97502,CAJA NAVIDAD,COMBO SURTIDO,COMBO SURTIDO,UN,1,BU,UN,1,1,1,1,1,1,1
97503,97503,COMBO 5312 3+1,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97504,97504,COMBO 11283 3+1,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97505,97505,COMBO 10851 20%,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97506,97506,COMBO 10374 20%,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97507,97507,COMBO 11587 20%,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97508,97508,FARMALIFE 11905,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97509,97509,FARMALIFE 11913,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97510,97510,FARMALIFE 1009,CHOCOLATES,DIV. CHOCOLATES,UN,1,BU,UN,1,1,1,1,1,1,1
97512,97512,FARMALIFE 10129,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97513,97513,FARMALIFE 10132,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97514,97514,FARMALIFE 10131,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97515,97515,FARMALIFE 10130,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97516,97516,FARMALIFE 6020,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97517,97517,FARMALIFE 11116,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97518,97518,FARMALIFE 12109,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97519,97519,FARMALIFE 11118,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97521,97521,FARMALIFE 11120,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97522,97522,FARMALIFE 9304,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97523,97523,FARMALIFE 9302,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97524,97524,FARMALIFE 9305,HARINAS,DIV.HARINAS BAGLEY,UN,1,BU,UN,1,1,1,1,1,1,1
97525,97525,FARMALIFE 4013,GOLOSINAS,DIV.GOLOSINAS,UN,1,BU,UN,1,1,1,1,1,1,1
97526,97526,COMBO 39 % 9841,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97527,97527,COMBO 39 % 9842,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97528,97528,COMBO 39 % 9843,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97529,97529,COMBO 39 % 9844,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97530,97530,COMBO 39 % 9845,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97531,97531,COMBO 39 % 9847,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97532,97532,COMBO 39 % 10141,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97533,97533,COMBO 39 % 10157,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97534,97534,COMBO 39 % 11166,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97535,97535,COMBO 39 % 11170,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97536,97536,COMBO 39 % 11790,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97537,97537,COMBO 39 % 11791,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97538,97538,COMBO 39 % 11792,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97539,97539,COMBO 20 % 11038,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97540,97540,COMBO 20 % 10603,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97541,97541,COMBO 20 % 10604,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
97542,97542,COMBO 20 % 10861,ALIMENTOS,COMESTIBLES LA CAMPAGNOLA,UN,1,BU,UN,1,1,1,1,1,1,1
